"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"10/26/2018","AQS","180970078","1","18","ug/m3 SC","17","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"10/29/2018","AQS","180970078","1","1","ug/m3 SC","1","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"11/01/2018","AQS","180970078","1","1","ug/m3 SC","1","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"11/04/2018","AQS","180970078","1","9","ug/m3 SC","8","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"11/07/2018","AQS","180970078","1","6","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"11/10/2018","AQS","180970078","1","18","ug/m3 SC","17","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"11/13/2018","AQS","180970078","1","14","ug/m3 SC","13","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"11/16/2018","AQS","180970078","1","17","ug/m3 SC","16","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"11/19/2018","AQS","180970078","1","10","ug/m3 SC","9","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"11/22/2018","AQS","180970078","1","28","ug/m3 SC","26","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"11/25/2018","AQS","180970078","1","15","ug/m3 SC","14","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"11/28/2018","AQS","180970078","1","18","ug/m3 SC","17","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"12/01/2018","AQS","180970078","1","7","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"12/04/2018","AQS","180970078","1","8","ug/m3 SC","7","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"12/07/2018","AQS","180970078","1","20","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"12/10/2018","AQS","180970078","1","26","ug/m3 SC","24","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"12/13/2018","AQS","180970078","1","19","ug/m3 SC","18","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"12/16/2018","AQS","180970078","1","10","ug/m3 SC","9","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"12/19/2018","AQS","180970078","1","19","ug/m3 SC","18","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"12/22/2018","AQS","180970078","1","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"12/25/2018","AQS","180970078","1","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"12/28/2018","AQS","180970078","1","9","ug/m3 SC","8","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"12/31/2018","AQS","180970078","1","7","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/01/2018","AQS","180970078","4","9","ug/m3 SC","8","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/02/2018","AQS","180970078","4","22","ug/m3 SC","20","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/03/2018","AQS","180970078","4","15","ug/m3 SC","14","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/04/2018","AQS","180970078","4","11","ug/m3 SC","10","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/05/2018","AQS","180970078","4","10","ug/m3 SC","9","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/06/2018","AQS","180970078","4","20","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/07/2018","AQS","180970078","4","17","ug/m3 SC","16","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/08/2018","AQS","180970078","4","10","ug/m3 SC","9","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/09/2018","AQS","180970078","4","15","ug/m3 SC","14","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/10/2018","AQS","180970078","4","9","ug/m3 SC","8","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/11/2018","AQS","180970078","4","1","ug/m3 SC","1","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/12/2018","AQS","180970078","4","0","ug/m3 SC","0","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/13/2018","AQS","180970078","4","4","ug/m3 SC","4","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/14/2018","AQS","180970078","4","20","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/15/2018","AQS","180970078","4","10","ug/m3 SC","9","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/16/2018","AQS","180970078","4","15","ug/m3 SC","14","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/17/2018","AQS","180970078","4","20","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/18/2018","AQS","180970078","4","25","ug/m3 SC","23","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/19/2018","AQS","180970078","4","21","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/20/2018","AQS","180970078","4","11","ug/m3 SC","10","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/21/2018","AQS","180970078","4","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/22/2018","AQS","180970078","4","7","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/23/2018","AQS","180970078","4","0","ug/m3 SC","0","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/24/2018","AQS","180970078","4","4","ug/m3 SC","4","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/25/2018","AQS","180970078","4","16","ug/m3 SC","15","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/26/2018","AQS","180970078","4","20","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/27/2018","AQS","180970078","4","11","ug/m3 SC","10","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/28/2018","AQS","180970078","4","26","ug/m3 SC","24","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/29/2018","AQS","180970078","4","6","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/30/2018","AQS","180970078","4","19","ug/m3 SC","18","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/31/2018","AQS","180970078","4","21","ug/m3 SC","19","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/01/2018","AQS","180970078","4","14","ug/m3 SC","13","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/02/2018","AQS","180970078","4","13","ug/m3 SC","12","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/03/2018","AQS","180970078","4","13","ug/m3 SC","12","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/04/2018","AQS","180970078","4","4","ug/m3 SC","4","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/05/2018","AQS","180970078","4","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/06/2018","AQS","180970078","4","11","ug/m3 SC","10","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/07/2018","AQS","180970078","4","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/08/2018","AQS","180970078","4","26","ug/m3 SC","24","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/09/2018","AQS","180970078","4","24","ug/m3 SC","22","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/10/2018","AQS","180970078","4","29","ug/m3 SC","27","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/11/2018","AQS","180970078","4","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/12/2018","AQS","180970078","4","15","ug/m3 SC","14","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/13/2018","AQS","180970078","4","24","ug/m3 SC","22","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/14/2018","AQS","180970078","4","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/15/2018","AQS","180970078","4","8","ug/m3 SC","7","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/16/2018","AQS","180970078","4","9","ug/m3 SC","8","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/17/2018","AQS","180970078","4","10","ug/m3 SC","9","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/18/2018","AQS","180970078","4","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/19/2018","AQS","180970078","4","11","ug/m3 SC","10","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/20/2018","AQS","180970078","4","8","ug/m3 SC","7","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/21/2018","AQS","180970078","4","3","ug/m3 SC","3","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/22/2018","AQS","180970078","4","4","ug/m3 SC","4","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/23/2018","AQS","180970078","4","5","ug/m3 SC","5","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/24/2018","AQS","180970078","4","3","ug/m3 SC","3","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/25/2018","AQS","180970078","4","3","ug/m3 SC","3","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/26/2018","AQS","180970078","4","29","ug/m3 SC","27","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/27/2018","AQS","180970078","4","23","ug/m3 SC","21","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/28/2018","AQS","180970078","4","11","ug/m3 SC","10","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/01/2018","AQS","180970078","4","0","ug/m3 SC","0","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/02/2018","AQS","180970078","4","8","ug/m3 SC","7","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/03/2018","AQS","180970078","4","9","ug/m3 SC","8","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/04/2018","AQS","180970078","4","6","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/05/2018","AQS","180970078","4","10","ug/m3 SC","9","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/06/2018","AQS","180970078","4","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/07/2018","AQS","180970078","4","3","ug/m3 SC","3","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/08/2018","AQS","180970078","4","6","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/09/2018","AQS","180970078","4","13","ug/m3 SC","12","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/11/2018","AQS","180970078","4","6","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/16/2018","AQS","180970078","4","9","ug/m3 SC","8","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/17/2018","AQS","180970078","4","7","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/18/2018","AQS","180970078","4","12","ug/m3 SC","11","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/19/2018","AQS","180970078","4","11","ug/m3 SC","10","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/20/2018","AQS","180970078","4","11","ug/m3 SC","10","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/21/2018","AQS","180970078","4","5","ug/m3 SC","5","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/22/2018","AQS","180970078","4","10","ug/m3 SC","9","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/23/2018","AQS","180970078","4","15","ug/m3 SC","14","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/24/2018","AQS","180970078","4","8","ug/m3 SC","7","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/25/2018","AQS","180970078","4","6","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/30/2018","AQS","180970078","4","17","ug/m3 SC","16","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/31/2018","AQS","180970078","4","19","ug/m3 SC","18","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/01/2018","AQS","180970078","4","6","ug/m3 SC","6","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/02/2018","AQS","180970078","4","13","ug/m3 SC","12","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/03/2018","AQS","180970078","4","8","ug/m3 SC","7","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/04/2018","AQS","180970078","4","8","ug/m3 SC","7","Indpls- Washington Park/  in parking lot next to police station","1","100.0000","81102","PM10 Total 0-10um STP","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
