"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/17/2015","AQS","180970057","1","22.1","ppb","31","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/18/2015","AQS","180970057","1","3.2","ppb","4","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/19/2015","AQS","180970057","1","0.1","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/20/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/21/2015","AQS","180970057","1","0.3","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/22/2015","AQS","180970057","1","1.1","ppb","1","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/23/2015","AQS","180970057","1","22.4","ppb","31","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/24/2015","AQS","180970057","1","30.5","ppb","43","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/25/2015","AQS","180970057","1","49.4","ppb","67","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/26/2015","AQS","180970057","1","24","ppb","34","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/27/2015","AQS","180970057","1","5.2","ppb","7","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/28/2015","AQS","180970057","1","5.6","ppb","7","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/29/2015","AQS","180970057","1","19.5","ppb","27","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/30/2015","AQS","180970057","1","39.9","ppb","55","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/31/2015","AQS","180970057","1","2.9","ppb","3","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/01/2015","AQS","180970057","1","0.2","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/02/2015","AQS","180970057","1","0.2","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/03/2015","AQS","180970057","1","3","ppb","4","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/04/2015","AQS","180970057","1","18.4","ppb","26","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/05/2015","AQS","180970057","1","1.5","ppb","1","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/06/2015","AQS","180970057","1","0.7","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/07/2015","AQS","180970057","1","56.3","ppb","76","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/08/2015","AQS","180970057","1","10.1","ppb","14","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/09/2015","AQS","180970057","1","0.1","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/10/2015","AQS","180970057","1","3.2","ppb","4","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/11/2015","AQS","180970057","1","55.7","ppb","75","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/12/2015","AQS","180970057","1","23.7","ppb","33","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/13/2015","AQS","180970057","1","15.1","ppb","21","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/14/2015","AQS","180970057","1","21","ppb","30","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/15/2015","AQS","180970057","1","0.3","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/16/2015","AQS","180970057","1","0.1","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/17/2015","AQS","180970057","1","1","ppb","1","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/18/2015","AQS","180970057","1","2.1","ppb","3","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/19/2015","AQS","180970057","1","6","ppb","9","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/20/2015","AQS","180970057","1","1.1","ppb","1","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/21/2015","AQS","180970057","1","1.9","ppb","1","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/22/2015","AQS","180970057","1","14.5","ppb","20","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/23/2015","AQS","180970057","1","0.9","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/24/2015","AQS","180970057","1","4.3","ppb","6","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/25/2015","AQS","180970057","1","9.1","ppb","13","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/26/2015","AQS","180970057","1","27.6","ppb","39","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/27/2015","AQS","180970057","1","0.3","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/28/2015","AQS","180970057","1","2.1","ppb","3","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/29/2015","AQS","180970057","1","5.1","ppb","7","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/30/2015","AQS","180970057","1","0.6","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/01/2015","AQS","180970057","1","20.5","ppb","29","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/02/2015","AQS","180970057","1","0.4","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/03/2015","AQS","180970057","1","0.4","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/04/2015","AQS","180970057","1","2.3","ppb","3","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/05/2015","AQS","180970057","1","1.6","ppb","1","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/06/2015","AQS","180970057","1","1.1","ppb","1","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/07/2015","AQS","180970057","1","0.4","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/08/2015","AQS","180970057","1","0.3","ppb","0","Indpls- Harding St.","20","83.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/09/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/10/2015","AQS","180970057","1","0.3","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/11/2015","AQS","180970057","1","3.6","ppb","4","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/12/2015","AQS","180970057","1","0.5","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/13/2015","AQS","180970057","1","0.5","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/14/2015","AQS","180970057","1","0.7","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/15/2015","AQS","180970057","1","0.5","ppb","0","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/16/2015","AQS","180970057","1","2.3","ppb","3","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/17/2015","AQS","180970057","1","0.2","ppb","0","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/23/2015","AQS","180970057","1","2.3","ppb","3","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/24/2015","AQS","180970057","1","10.9","ppb","14","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/25/2015","AQS","180970057","1","0.5","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/26/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/27/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/28/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/29/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/30/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"07/31/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/01/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/02/2015","AQS","180970057","1","29.8","ppb","41","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/03/2015","AQS","180970057","1","6.5","ppb","9","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/04/2015","AQS","180970057","1","3.6","ppb","4","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/05/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/06/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/07/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/08/2015","AQS","180970057","1","9.6","ppb","13","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/09/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/10/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/11/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/12/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/13/2015","AQS","180970057","1","2.4","ppb","3","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/14/2015","AQS","180970057","1","0.4","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/15/2015","AQS","180970057","1","26.8","ppb","37","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/16/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/17/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/18/2015","AQS","180970057","1","7.3","ppb","10","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/19/2015","AQS","180970057","1","0.8","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/20/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/21/2015","AQS","180970057","1","13.5","ppb","19","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/22/2015","AQS","180970057","1","4.6","ppb","6","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/23/2015","AQS","180970057","1","0.6","ppb","0","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/24/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/25/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/26/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/27/2015","AQS","180970057","1","19.5","ppb","27","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/28/2015","AQS","180970057","1","5.5","ppb","7","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/29/2015","AQS","180970057","1","0.5","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/30/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"08/31/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/01/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","22","92.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/02/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/03/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/04/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/05/2015","AQS","180970057","1","4.8","ppb","6","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/06/2015","AQS","180970057","1","4.1","ppb","6","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/07/2015","AQS","180970057","1","0.1","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/08/2015","AQS","180970057","1","2.9","ppb","3","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/09/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/10/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/11/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/12/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/13/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/14/2015","AQS","180970057","1","4.4","ppb","6","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/15/2015","AQS","180970057","1","11.2","ppb","16","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/16/2015","AQS","180970057","1","12.8","ppb","17","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/17/2015","AQS","180970057","1","9.6","ppb","13","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/18/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/19/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","23","96.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/20/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/21/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/22/2015","AQS","180970057","1","1.2","ppb","1","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/23/2015","AQS","180970057","1","1.5","ppb","1","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"09/24/2015","AQS","180970057","1","0","ppb","0","Indpls- Harding St.","24","100.0000","42401","Sulfur dioxide","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
