"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/20/2019","AQS","180970078","1","0.038","ppm","35","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/21/2019","AQS","180970078","1","0.035","ppm","32","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/22/2019","AQS","180970078","1","0.028","ppm","26","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/23/2019","AQS","180970078","1","0.031","ppm","29","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/24/2019","AQS","180970078","1","0.033","ppm","31","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/25/2019","AQS","180970078","1","0.033","ppm","31","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/26/2019","AQS","180970078","1","0.027","ppm","25","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/27/2019","AQS","180970078","1","0.033","ppm","31","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/28/2019","AQS","180970078","1","0.035","ppm","32","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/29/2019","AQS","180970078","1","0.036","ppm","33","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/30/2019","AQS","180970078","1","0.03","ppm","28","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"01/31/2019","AQS","180970078","1","0.026","ppm","24","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/01/2019","AQS","180970078","1","0.018","ppm","17","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/02/2019","AQS","180970078","1","0.022","ppm","20","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/03/2019","AQS","180970078","1","0.037","ppm","34","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/04/2019","AQS","180970078","1","0.016","ppm","15","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/05/2019","AQS","180970078","1","0.016","ppm","15","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/06/2019","AQS","180970078","1","0.002","ppm","2","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/07/2019","AQS","180970078","1","0.031","ppm","29","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/08/2019","AQS","180970078","1","0.034","ppm","31","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/09/2019","AQS","180970078","1","0.033","ppm","31","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/10/2019","AQS","180970078","1","0.018","ppm","17","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/11/2019","AQS","180970078","1","0.01","ppm","9","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/12/2019","AQS","180970078","1","0.038","ppm","35","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/13/2019","AQS","180970078","1","0.036","ppm","33","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/14/2019","AQS","180970078","1","0.034","ppm","31","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/15/2019","AQS","180970078","1","0.034","ppm","31","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/16/2019","AQS","180970078","1","0.035","ppm","32","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/17/2019","AQS","180970078","1","0.022","ppm","20","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/18/2019","AQS","180970078","1","0.038","ppm","35","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/19/2019","AQS","180970078","1","0.036","ppm","33","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/20/2019","AQS","180970078","1","0.03","ppm","28","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/21/2019","AQS","180970078","1","0.039","ppm","36","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/22/2019","AQS","180970078","1","0.031","ppm","29","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/23/2019","AQS","180970078","1","0.029","ppm","27","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/24/2019","AQS","180970078","1","0.046","ppm","43","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/25/2019","AQS","180970078","1","0.038","ppm","35","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/26/2019","AQS","180970078","1","0.031","ppm","29","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/27/2019","AQS","180970078","1","0.028","ppm","26","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"02/28/2019","AQS","180970078","1","0.032","ppm","30","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/01/2019","AQS","180970078","1","0.041","ppm","38","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/02/2019","AQS","180970078","1","0.038","ppm","35","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/03/2019","AQS","180970078","1","0.039","ppm","36","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/04/2019","AQS","180970078","1","0.037","ppm","34","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/05/2019","AQS","180970078","1","0.04","ppm","37","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/06/2019","AQS","180970078","1","0.043","ppm","40","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/07/2019","AQS","180970078","1","0.035","ppm","32","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/08/2019","AQS","180970078","1","0.036","ppm","33","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/09/2019","AQS","180970078","1","0.031","ppm","29","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/10/2019","AQS","180970078","1","0.042","ppm","39","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/11/2019","AQS","180970078","1","0.047","ppm","44","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/12/2019","AQS","180970078","1","0.045","ppm","42","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/13/2019","AQS","180970078","1","0.046","ppm","43","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/14/2019","AQS","180970078","1","0.044","ppm","41","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/15/2019","AQS","180970078","1","0.036","ppm","33","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/16/2019","AQS","180970078","1","0.044","ppm","41","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/17/2019","AQS","180970078","1","0.042","ppm","39","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/18/2019","AQS","180970078","1","0.046","ppm","43","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/19/2019","AQS","180970078","1","0.047","ppm","44","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/20/2019","AQS","180970078","1","0.039","ppm","36","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/21/2019","AQS","180970078","1","0.033","ppm","31","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/22/2019","AQS","180970078","1","0.046","ppm","43","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/23/2019","AQS","180970078","1","0.042","ppm","39","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/24/2019","AQS","180970078","1","0.039","ppm","36","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/25/2019","AQS","180970078","1","0.043","ppm","40","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/26/2019","AQS","180970078","1","0.044","ppm","41","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/27/2019","AQS","180970078","1","0.048","ppm","44","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/28/2019","AQS","180970078","1","0.051","ppm","47","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/29/2019","AQS","180970078","1","0.04","ppm","37","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/30/2019","AQS","180970078","1","0.042","ppm","39","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"03/31/2019","AQS","180970078","1","0.043","ppm","40","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/01/2019","AQS","180970078","1","0.046","ppm","43","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/02/2019","AQS","180970078","1","0.048","ppm","44","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/03/2019","AQS","180970078","1","0.046","ppm","43","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/04/2019","AQS","180970078","1","0.05","ppm","46","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/05/2019","AQS","180970078","1","0.042","ppm","39","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/06/2019","AQS","180970078","1","0.052","ppm","48","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/07/2019","AQS","180970078","1","0.039","ppm","36","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/08/2019","AQS","180970078","1","0.052","ppm","48","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/09/2019","AQS","180970078","1","0.053","ppm","49","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/10/2019","AQS","180970078","1","0.035","ppm","32","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/11/2019","AQS","180970078","1","0.047","ppm","44","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/12/2019","AQS","180970078","1","0.044","ppm","41","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/13/2019","AQS","180970078","1","0.048","ppm","44","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/14/2019","AQS","180970078","1","0.037","ppm","34","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/15/2019","AQS","180970078","1","0.046","ppm","43","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/16/2019","AQS","180970078","1","0.056","ppm","54","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/17/2019","AQS","180970078","1","0.051","ppm","47","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/18/2019","AQS","180970078","1","0.038","ppm","35","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/19/2019","AQS","180970078","1","0.039","ppm","36","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/20/2019","AQS","180970078","1","0.038","ppm","35","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/21/2019","AQS","180970078","1","0.053","ppm","49","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/22/2019","AQS","180970078","1","0.056","ppm","54","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/23/2019","AQS","180970078","1","0.035","ppm","32","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/24/2019","AQS","180970078","1","0.034","ppm","31","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/25/2019","AQS","180970078","1","0.036","ppm","33","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/26/2019","AQS","180970078","1","0.051","ppm","47","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/27/2019","AQS","180970078","1","0.04","ppm","37","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/28/2019","AQS","180970078","1","0.047","ppm","44","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"04/30/2019","AQS","180970078","1","0.036","ppm","33","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/01/2019","AQS","180970078","1","0.041","ppm","38","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/02/2019","AQS","180970078","1","0.034","ppm","31","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/03/2019","AQS","180970078","1","0.023","ppm","21","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/04/2019","AQS","180970078","1","0.033","ppm","31","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/05/2019","AQS","180970078","1","0.051","ppm","47","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/06/2019","AQS","180970078","1","0.058","ppm","61","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/07/2019","AQS","180970078","1","0.055","ppm","51","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/08/2019","AQS","180970078","1","0.057","ppm","58","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/09/2019","AQS","180970078","1","0.037","ppm","34","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/10/2019","AQS","180970078","1","0.03","ppm","28","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/11/2019","AQS","180970078","1","0.042","ppm","39","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/12/2019","AQS","180970078","1","0.026","ppm","24","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/13/2019","AQS","180970078","1","0.039","ppm","36","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/15/2019","AQS","180970078","1","0.049","ppm","45","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/16/2019","AQS","180970078","1","0.045","ppm","42","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/17/2019","AQS","180970078","1","0.054","ppm","50","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/18/2019","AQS","180970078","1","0.055","ppm","51","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/19/2019","AQS","180970078","1","0.043","ppm","40","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/20/2019","AQS","180970078","1","0.024","ppm","22","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
"05/21/2019","AQS","180970078","1","0.032","ppm","30","Indpls- Washington Park/  in parking lot next to police station","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.810833000928","-86.114444"
