"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/21/2019","AirNow","180970057","1","0.029","ppm","27","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"01/22/2019","AirNow","180970057","1","0.027","ppm","25","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"01/23/2019","AirNow","180970057","1","0.026","ppm","24","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"01/24/2019","AirNow","180970057","1","0.027","ppm","25","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"01/25/2019","AirNow","180970057","1","0.025","ppm","23","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"01/26/2019","AirNow","180970057","1","0.022","ppm","20","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"01/27/2019","AirNow","180970057","1","0.025","ppm","23","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"01/28/2019","AirNow","180970057","1","0.027","ppm","25","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"01/29/2019","AirNow","180970057","1","0.03","ppm","28","Indpls- Harding St.","20","83.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"01/31/2019","AirNow","180970057","1","0.022","ppm","20","Indpls- Harding St.","22","92.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/01/2019","AirNow","180970057","1","0.015","ppm","14","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/02/2019","AirNow","180970057","1","0.018","ppm","17","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/03/2019","AirNow","180970057","1","0.034","ppm","31","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/04/2019","AirNow","180970057","1","0.024","ppm","22","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/05/2019","AirNow","180970057","1","0.01","ppm","9","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/06/2019","AirNow","180970057","1","0","ppm","0","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/07/2019","AirNow","180970057","1","0.024","ppm","22","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/08/2019","AirNow","180970057","1","0.029","ppm","27","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/09/2019","AirNow","180970057","1","0.033","ppm","31","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/10/2019","AirNow","180970057","1","0.017","ppm","16","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/11/2019","AirNow","180970057","1","0.008","ppm","7","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/12/2019","AirNow","180970057","1","0.034","ppm","31","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/13/2019","AirNow","180970057","1","0.034","ppm","31","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/14/2019","AirNow","180970057","1","0.038","ppm","35","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/15/2019","AirNow","180970057","1","0.033","ppm","31","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/16/2019","AirNow","180970057","1","0.033","ppm","31","Indpls- Harding St.","19","79.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/19/2019","AirNow","180970057","1","0.041","ppm","38","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/20/2019","AirNow","180970057","1","0.029","ppm","27","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/21/2019","AirNow","180970057","1","0.038","ppm","35","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/22/2019","AirNow","180970057","1","0.033","ppm","31","Indpls- Harding St.","24","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/23/2019","AirNow","180970057","1","0.023","ppm","21","Indpls- Harding St.","19","79.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/26/2019","AirNow","180970057","1","0.033","ppm","31","Indpls- Harding St.","19","79.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"02/28/2019","AQS","180970057","1","0.032","ppm","30","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/01/2019","AQS","180970057","1","0.04","ppm","37","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/02/2019","AQS","180970057","1","0.037","ppm","34","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/03/2019","AQS","180970057","1","0.037","ppm","34","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/04/2019","AQS","180970057","1","0.034","ppm","31","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/05/2019","AQS","180970057","1","0.037","ppm","34","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/06/2019","AQS","180970057","1","0.04","ppm","37","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/07/2019","AQS","180970057","1","0.033","ppm","31","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/08/2019","AQS","180970057","1","0.036","ppm","33","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/09/2019","AQS","180970057","1","0.031","ppm","29","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/10/2019","AQS","180970057","1","0.039","ppm","36","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/11/2019","AQS","180970057","1","0.044","ppm","41","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/12/2019","AQS","180970057","1","0.044","ppm","41","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/13/2019","AQS","180970057","1","0.046","ppm","43","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/14/2019","AQS","180970057","1","0.042","ppm","39","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/15/2019","AQS","180970057","1","0.033","ppm","31","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/16/2019","AQS","180970057","1","0.043","ppm","40","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/17/2019","AQS","180970057","1","0.041","ppm","38","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/18/2019","AQS","180970057","1","0.043","ppm","40","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/19/2019","AQS","180970057","1","0.046","ppm","43","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/20/2019","AQS","180970057","1","0.038","ppm","35","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/21/2019","AQS","180970057","1","0.027","ppm","25","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/22/2019","AQS","180970057","1","0.043","ppm","40","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/23/2019","AQS","180970057","1","0.042","ppm","39","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/24/2019","AQS","180970057","1","0.042","ppm","39","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/25/2019","AQS","180970057","1","0.041","ppm","38","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/26/2019","AQS","180970057","1","0.042","ppm","39","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/27/2019","AQS","180970057","1","0.046","ppm","43","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/28/2019","AQS","180970057","1","0.052","ppm","48","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/29/2019","AQS","180970057","1","0.04","ppm","37","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/30/2019","AQS","180970057","1","0.04","ppm","37","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"03/31/2019","AQS","180970057","1","0.041","ppm","38","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/01/2019","AQS","180970057","1","0.045","ppm","42","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/02/2019","AQS","180970057","1","0.048","ppm","44","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/03/2019","AQS","180970057","1","0.045","ppm","42","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/04/2019","AQS","180970057","1","0.049","ppm","45","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/05/2019","AQS","180970057","1","0.036","ppm","33","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/06/2019","AQS","180970057","1","0.052","ppm","48","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/07/2019","AQS","180970057","1","0.04","ppm","37","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/08/2019","AQS","180970057","1","0.049","ppm","45","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/09/2019","AQS","180970057","1","0.05","ppm","46","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/10/2019","AQS","180970057","1","0.036","ppm","33","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/11/2019","AQS","180970057","1","0.046","ppm","43","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/12/2019","AQS","180970057","1","0.044","ppm","41","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/13/2019","AQS","180970057","1","0.046","ppm","43","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/14/2019","AQS","180970057","1","0.036","ppm","33","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/15/2019","AQS","180970057","1","0.044","ppm","41","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/16/2019","AQS","180970057","1","0.056","ppm","54","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/17/2019","AQS","180970057","1","0.05","ppm","46","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/18/2019","AQS","180970057","1","0.035","ppm","32","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/19/2019","AQS","180970057","1","0.039","ppm","36","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/20/2019","AQS","180970057","1","0.037","ppm","34","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/21/2019","AQS","180970057","1","0.05","ppm","46","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/22/2019","AQS","180970057","1","0.054","ppm","50","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/23/2019","AQS","180970057","1","0.033","ppm","31","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/24/2019","AQS","180970057","1","0.035","ppm","32","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/25/2019","AQS","180970057","1","0.034","ppm","31","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/26/2019","AQS","180970057","1","0.049","ppm","45","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/27/2019","AQS","180970057","1","0.039","ppm","36","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/28/2019","AQS","180970057","1","0.046","ppm","43","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/29/2019","AQS","180970057","1","0.038","ppm","35","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"04/30/2019","AQS","180970057","1","0.038","ppm","35","Indpls- Harding St.","14","82.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/01/2019","AQS","180970057","1","0.04","ppm","37","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/02/2019","AQS","180970057","1","0.034","ppm","31","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/03/2019","AQS","180970057","1","0.022","ppm","20","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/04/2019","AQS","180970057","1","0.033","ppm","31","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/05/2019","AQS","180970057","1","0.051","ppm","47","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/06/2019","AQS","180970057","1","0.055","ppm","51","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/07/2019","AQS","180970057","1","0.052","ppm","48","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/08/2019","AQS","180970057","1","0.057","ppm","58","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/09/2019","AQS","180970057","1","0.037","ppm","34","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/10/2019","AQS","180970057","1","0.029","ppm","27","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/11/2019","AQS","180970057","1","0.042","ppm","39","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/12/2019","AQS","180970057","1","0.027","ppm","25","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/13/2019","AQS","180970057","1","0.037","ppm","34","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/14/2019","AQS","180970057","1","0.05","ppm","46","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/15/2019","AQS","180970057","1","0.048","ppm","44","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/16/2019","AQS","180970057","1","0.043","ppm","40","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/17/2019","AQS","180970057","1","0.054","ppm","50","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/18/2019","AQS","180970057","1","0.055","ppm","51","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/19/2019","AQS","180970057","1","0.043","ppm","40","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/20/2019","AQS","180970057","1","0.023","ppm","21","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/21/2019","AQS","180970057","1","0.033","ppm","31","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/22/2019","AQS","180970057","1","0.036","ppm","33","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/23/2019","AQS","180970057","1","0.034","ppm","31","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/24/2019","AQS","180970057","1","0.037","ppm","34","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/25/2019","AQS","180970057","1","0.043","ppm","40","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/26/2019","AQS","180970057","1","0.052","ppm","48","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/27/2019","AQS","180970057","1","0.043","ppm","40","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/28/2019","AQS","180970057","1","0.042","ppm","39","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/29/2019","AQS","180970057","1","0.033","ppm","31","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/30/2019","AQS","180970057","1","0.044","ppm","41","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"05/31/2019","AQS","180970057","1","0.053","ppm","49","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/01/2019","AQS","180970057","1","0.052","ppm","48","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/02/2019","AQS","180970057","1","0.046","ppm","43","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/03/2019","AQS","180970057","1","0.054","ppm","50","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/04/2019","AQS","180970057","1","0.053","ppm","49","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/05/2019","AQS","180970057","1","0.04","ppm","37","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
"06/06/2019","AQS","180970057","1","0.066","ppm","87","Indpls- Harding St.","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","097","Marion","39.7490270009277","-86.186269"
